,animal_id,movement_type,time,bug_speed,bug_type,bug_size,strike_id,exit_hole,strike_x,strike_y,arena,trial_id,proj_strike,is_hit,miss_distance,proj_bug_x,day,proj_strike_x,proj_strike_y
4256,PV163,jump_up,2024-01-04 08:33:16.277,4.298377295009655,cockroach,100,6890,left,790.0,821.0,reptilearn4,26453,"[-66.0, -5.0]",True,1.8168914256223456,-75.0,2024-01-04,-1.8116999999999999,-5.0
4264,PV163,jump_up,2024-01-04 10:31:02.376,2.6361980998672756,cockroach,100,6902,left,1193.0,816.0,reptilearn4,26468,"[-81.02939371557943, -2.058483443120849]",False,2.362135900514617,-80.15609770940694,2024-01-04,-2.224256857492655,-2.058483443120849
4265,PV163,jump_up,2024-01-04 10:31:03.460,1.2344830255196502,cockroach,100,6903,left,1198.0,812.0,reptilearn4,26468,"[-63.12488628928793, 13.53693949770286]",False,1.904365388390579,-70.17834423809086,2024-01-04,-1.7327781286409536,13.53693949770286
4266,PV163,jump_up,2024-01-04 10:31:04.543,0.3716720525641438,cockroach,100,6904,left,1175.0,824.0,reptilearn4,26468,"[74.0, -20.0]",False,2.236964483960351,-65.0,2024-01-04,2.0313,-20.0
4268,PV163,jump_up,2024-01-03 17:31:58.299,3.219141155730028,cockroach,100,6869,right,500.0,811.0,reptilearn4,26416,"[-88.93985213219821, -10.521535187542895]",False,2.590500581933924,-60.82762530298214,2024-01-03,-2.4413989410288406,-10.521535187542895
4269,PV163,jump_up,2024-01-03 17:32:01.682,1.9230900204892454,cockroach,100,6870,right,758.0,747.0,reptilearn4,26416,"[3.7947331922020453, 1.897366596101051]",True,0.2345329028089662,-79.05694150420953,2024-01-03,0.10416542612594613,1.897366596101051
4279,PV163,jump_up,2024-01-04 11:30:59.121,1.4295114115068237,cockroach,100,6912,right,703.0,665.0,reptilearn4,26477,"[-91.99099896947916, 2.378257470772496]",False,2.525996668643884,-105.11898020814317,2024-01-04,-2.525152921712203,2.378257470772496
4280,PV163,jump_up,2024-01-04 11:31:29.921,3.633607818897045,cockroach,100,6915,left,937.0,702.0,reptilearn4,26478,"[64.0, 0.0]",True,1.7568,-80.0,2024-01-04,1.7568,0.0
4281,PV163,jump_up,2024-01-04 11:32:23.405,2.93638574765748,cockroach,100,6916,left,872.0,686.0,reptilearn4,26480,"[-84.08064257274407, 6.666749174406959]",False,2.1803319179657024,-100.49875621120896,2024-01-04,-2.3080136386218246,6.666749174406959
4282,PV163,jump_up,2024-01-04 11:32:26.172,0.6588592754017975,cockroach,100,6917,left,833.0,707.0,reptilearn4,26480,"[54.0, -11.0]",True,1.512741581533343,-65.0,2024-01-04,1.4823,-11.0
4289,PV163,jump_up,2024-01-04 14:31:23.057,4.026594379915147,cockroach,100,6932,right,654.0,826.0,reptilearn4,26523,"[41.0, -4.0]",True,1.1307934128301242,-70.0,2024-01-04,1.1254499999999998,-4.0
4295,PV163,jump_up,2024-01-04 11:31:03.039,2.9346573767685937,cockroach,100,6914,right,1062.0,694.0,reptilearn4,26477,"[36.0, -17.0]",True,1.0928410051329516,-70.0,2024-01-04,0.9882,-17.0
4309,PV163,jump_up,2024-01-04 11:31:00.405,1.6485107044098721,cockroach,100,6913,right,740.0,681.0,reptilearn4,26477,"[-68.46987759541446, -5.989646239049989]",False,1.886675862462866,-85.14693182963197,2024-01-04,-1.8794981399941268,-5.989646239049989
4312,PV163,jump_up,2024-01-04 11:30:57.021,3.8059594159447903,cockroach,100,6911,right,638.0,663.0,reptilearn4,26477,"[-76.89097422850239, -14.027761125417783]",False,2.1454945286576708,-95.52486587271392,2024-01-04,-2.1106572425723904,-14.027761125417783
4318,PV163,jump_up,2024-01-04 10:31:03.410,1.3412380191778077,cockroach,100,6953,left,1193.0,810.0,reptilearn4,26468,"[-75.63396427349369, 8.573415204914681]",False,2.2248051425911437,-85.14693182963197,2024-01-04,-2.076152319307402,8.573415204914681
4320,PV163,jump_up,2024-01-04 11:30:59.188,1.3800428433251695,cockroach,100,6958,right,704.0,662.0,reptilearn4,26477,"[-68.93965377102631, 3.0535451414765475]",False,1.8942489025996554,-85.14693182963208,2024-01-04,-1.8923934960146722,3.0535451414765475
4321,PV163,jump_up,2024-01-04 11:31:01.522,1.8891631624498268,cockroach,100,6959,right,741.0,687.0,reptilearn4,26477,"[-111.39810548719936, -46.39463432189996]",False,3.3124769289762606,-117.68602295939831,2024-01-04,-3.057877995623622,-46.39463432189996
4322,PV163,jump_up,2024-01-04 11:32:24.872,0.9830836845849644,cockroach,100,6960,left,870.0,678.0,reptilearn4,26480,"[-108.61160159025371, 17.819090885901005]",False,2.890603608677606,-106.06601717798208,2024-01-04,-2.9813884636524643,17.819090885901005
4328,PV163,jump_up,2024-01-04 15:31:56.837,4.775682524813946,cockroach,100,6970,right,1173.0,743.0,reptilearn4,26426,"[36.66097416909474, 23.344656197360564]",True,1.19304912828433,-91.24143795447333,2024-01-04,1.0063437409416507,23.344656197360564
4333,PV163,jump_up,2024-01-04 10:31:01.343,4.123095726477863,cockroach,100,6952,left,1216.0,821.0,reptilearn4,26468,"[-68.58611225693267, -19.311789287361535]",False,2.0926912170695418,-85.44003745317536,2024-01-04,-1.8826887814528015,-19.311789287361535
4334,PV163,jump_up,2024-01-04 10:31:08.379,1.1357566584715664,cockroach,100,6954,left,939.0,816.0,reptilearn4,26468,"[-51.156564756119565, 0.0766964988847576]",True,1.4042492807546672,-65.19202405202645,2024-01-04,-1.404247702555482,0.0766964988847576
4344,PV163,rect_tunnel,2024-01-05 10:31:00.338,5.119967973683375,cockroach,100,6977,right,701.0,476.0,reptilearn4,26544,"[-88.00716240761471, -0.5]",False,2.281236242584346,-126.9606470884687,2024-01-05,-2.415796608089024,-0.5
4347,PV163,jump_up,2024-01-04 11:30:56.039,5.094092849093412,cockroach,100,6957,right,571.0,742.0,reptilearn4,26477,"[-66.10927272402739, 57.110104709238385]",False,2.398068197529003,-173.34935823359712,2024-01-04,-1.8146995362745517,57.110104709238385
4351,PV163,rect_tunnel,2024-01-05 16:33:24.478,5.159230699178198,cockroach,100,6998,right,1769.0,470.0,reptilearn4,26609,"[-73.87196081565799, -6.5]",False,1.9042027807716788,-108.88690760356371,2024-01-05,-2.0277853243898116,-6.5
4361,PV163,rect_tunnel,2024-01-05 14:34:50.324,4.892156671422529,cockroach,100,6992,right,1597.0,479.0,reptilearn4,26592,"[-65.23384987610325, 2.5]",True,1.791983677269469,-102.73420808369451,2024-01-05,-1.7906691790990341,2.5
4363,PV163,rect_tunnel,2024-01-05 15:31:29.123,5.244940827799693,cockroach,100,6994,right,737.0,532.0,reptilearn4,26595,"[-72.45014355035994, -8.0]",False,2.0008439068204966,-103.8036168198771,2024-01-05,-1.9887564404573803,-8.0
4366,PV163,rect_tunnel,2024-01-05 16:32:29.112,5.3767686458841775,cockroach,100,6997,right,1876.0,469.0,reptilearn4,26607,"[-76.83063310341049, -7.5]",False,2.119025535932581,-97.58747102244229,2024-01-05,-2.109000878688618,-7.5
4367,PV163,rect_tunnel,2024-01-05 16:35:16.813,4.979053522357721,cockroach,100,7000,right,1762.0,481.0,reptilearn4,26613,"[-86.21041305614858, 4.5]",False,2.234987475854792,-107.74694856076121,2024-01-05,-2.3664758383912785,4.5
4369,PV163,rect_tunnel,2024-01-05 17:32:57.712,4.95728606068079,cockroach,100,7002,right,1778.0,739.0,reptilearn4,26618,"[-158.92500508295302, 199.0]",False,6.905952534267444,-225.37493289917643,2024-01-05,-4.36249138952706,199.0
4371,PV163,rect_tunnel,2024-01-06 08:32:41.276,5.021703255113674,cockroach,100,7004,right,1458.0,546.0,reptilearn4,26627,"[-96.058158542397, 6.0]",False,2.4959566000860978,-63.94744778754466,2024-01-06,-2.6367964519887974,6.0
4373,PV163,rect_tunnel,2024-01-06 09:35:02.631,4.933955892788086,cockroach,100,7007,right,1627.0,494.0,reptilearn4,26642,"[-57.25178316334109, 17.5]",True,1.6433397472653655,-100.77907277134545,2024-01-06,-1.5715614478337128,17.5
4374,PV163,rect_tunnel,2024-01-05 11:32:52.887,4.981178399822793,cockroach,100,6982,right,729.0,474.0,reptilearn4,26558,"[-100.38942059774809, -2.5]",False,2.627468776732332,-89.79202244427711,2024-01-05,-2.755689595408185,-2.5
4375,PV163,rect_tunnel,2024-01-05 11:32:56.586,5.003973530090943,cockroach,100,6983,right,1851.0,475.0,reptilearn4,26558,"[-90.24949697732563, -1.5]",False,2.3407629666731533,-98.82750465675554,2024-01-05,-2.4773486920275887,-1.5
4376,PV163,rect_tunnel,2024-01-05 11:35:16.407,5.3483864849692875,cockroach,100,6985,right,1784.0,484.0,reptilearn4,26563,"[-56.38615865408656, 7.5]",True,1.561431883257242,-113.37241331610176,2024-01-05,-1.547800055054676,7.5
4377,PV163,rect_tunnel,2024-01-06 13:31:45.395,4.9742401577151245,cockroach,100,7012,right,1554.0,543.0,reptilearn4,26659,"[-56.85656748707174, 3.0]",True,1.5628838397061264,-102.11372180294643,2024-01-06,-1.5607127775201193,3.0
4378,PV163,rect_tunnel,2024-01-06 13:32:11.226,4.8872941468876325,cockroach,100,7013,right,663.0,550.0,reptilearn4,26660,"[-71.91176265815136, 10.0]",False,1.858666062097853,-98.86597762784504,2024-01-06,-1.9739778849662548,10.0
4379,PV163,rect_tunnel,2024-01-05 10:31:03.054,5.020172612332002,cockroach,100,6980,right,1530.0,486.0,reptilearn4,26544,"[-59.01302805325804, 9.5]",True,1.6407633278933669,-101.66331242518345,2024-01-05,-1.6199076200619331,9.5
4381,PV163,rect_tunnel,2024-01-06 08:32:41.376,5.016122842291085,cockroach,100,7015,right,1209.0,780.0,reptilearn4,26627,"[-376.747851966559, 240.0]",False,12.145285521885889,-95.63714121170665,2024-01-06,-10.341728536482044,240.0
4383,PV163,rect_tunnel,2024-01-05 09:33:54.246,5.237628466640517,cockroach,100,6979,right,1877.0,476.0,reptilearn4,26540,"[-85.6555770343175, -0.5]",False,2.351285647938358,-78.83960007478981,2024-01-05,-2.3512455895920152,-0.5
4384,PV163,rect_tunnel,2024-01-06 13:31:42.611,4.933086324705008,cockroach,100,7019,right,680.0,518.0,reptilearn4,26659,"[-91.8595939506863, -22.0]",False,2.458216029591498,-121.0911580488272,2024-01-06,-2.521545853946339,-22.0
4385,PV163,rect_tunnel,2024-01-06 13:32:14.459,5.195819411456889,cockroach,100,7020,right,1680.0,548.0,reptilearn4,26660,"[-64.24492035170078, 8.0]",True,1.7771431444991277,-118.77945269734005,2024-01-06,-1.7635230636541865,8.0
4387,PV163,rect_tunnel,2024-01-06 13:34:56.477,4.772840823615658,cockroach,100,7023,right,649.0,556.0,reptilearn4,26665,"[-69.97819079721091, 16.0]",False,1.8398379048949878,-78.25399645124708,2024-01-06,-1.9209013373834396,16.0
4392,PV163,rect_tunnel,2024-01-07 09:34:45.278,5.296055706079662,cockroach,100,7041,right,690.0,469.0,reptilearn4,26720,"[-67.72005304644733, -7.5]",False,1.8702810453633272,-66.30476117347189,2024-01-07,-1.8589154561249792,-7.5
4396,PV163,rect_tunnel,2024-01-07 12:33:24.072,5.292665866837521,cockroach,100,7049,right,665.0,533.0,reptilearn4,26747,"[-65.20853562564037, -7.0]",False,1.9325694451755566,-77.53381225798694,2024-01-07,-1.789974302923828,-7.0
4409,PV163,rect_tunnel,2024-01-06 15:31:43.510,4.983186201506898,cockroach,100,7032,right,663.0,539.0,reptilearn4,26708,"[-62.7983741740303, -1.0]",True,1.7240339138374827,-111.7169806063198,2024-01-06,-1.7238153710771316,-1.0
4412,PV163,rect_tunnel,2024-01-07 09:35:15.845,5.207364147394966,cockroach,100,7042,right,1407.0,483.0,reptilearn4,26722,"[-65.88943990507232, 6.5]",True,1.817444639168507,-63.399378245334674,2024-01-07,-1.8086651253942352,6.5
4413,PV163,rect_tunnel,2024-01-07 10:32:57.958,4.997872563293402,cockroach,100,7044,right,1612.0,507.0,reptilearn4,26727,"[-57.86551879882609, 30.5]",True,1.795546500370886,-51.10304933282123,2024-01-07,-1.588408491027776,30.5
4418,PV163,rect_tunnel,2024-01-07 12:33:26.905,5.278301471554681,cockroach,100,7050,right,1238.0,737.0,reptilearn4,26747,"[-346.2894007674038, 197.0]",False,11.05824390955414,-107.38843319326111,2024-01-07,-9.505644051065234,197.0
4422,PV163,rect_tunnel,2024-01-07 13:34:24.552,4.982216158365551,cockroach,100,7057,right,1867.0,489.0,reptilearn4,26759,"[-138.8051745836401, 12.5]",False,3.6846917511940984,-83.0918271956316,2024-01-07,-3.810202042320921,12.5
4424,PV163,circle,2024-01-07 14:31:38.643,7.558693198937223,cockroach,100,7060,right,1249.0,471.0,reptilearn4,26763,"[-131.00796939047729, -20.081558893533384]",False,3.405397115673429,-118.00576275224647,2024-01-07,-3.5961687597686014,-20.081558893533384
4425,PV163,circle,2024-01-07 14:31:42.959,7.518926655165084,cockroach,100,7061,right,1107.0,664.0,reptilearn4,26763,"[-240.66838098955077, -2.342179925007599]",False,6.381072860794782,-159.2534976400833,2024-01-07,-6.606347058163168,-2.342179925007599
4427,PV163,circle,2024-01-07 14:33:23.141,7.471828554302098,cockroach,100,7065,left,792.0,638.0,reptilearn4,26765,"[-153.53205510464807, 12.973855327380136]",False,4.002247772824985,-183.62664929494133,2024-01-07,-4.214454912622589,12.973855327380136
4428,PV163,circle,2024-01-07 14:33:34.075,7.435326335591027,cockroach,100,7067,left,755.0,611.0,reptilearn4,26765,"[-150.640562956105, 10.073323518889168]",False,4.144318334135852,-175.53743765945,2024-01-07,-4.135083453145081,10.073323518889168
4436,PV163,circle,2024-01-07 14:31:35.109,7.503844116722773,cockroach,100,7059,right,1350.0,668.0,reptilearn4,26763,"[-75.83614689911455, -228.77359269194199]",False,6.459700058935061,-254.55303605235062,2024-01-07,-2.081702232380694,-228.77359269194199
4437,PV163,circle,2024-01-07 14:31:53.976,7.520984382452992,cockroach,100,7062,right,1044.0,762.0,reptilearn4,26763,"[-182.00572583588985, -96.2439655932991]",False,5.425838594260543,-151.0620831813759,2024-01-07,-4.996057174195176,-96.2439655932991
4438,PV163,circle,2024-01-07 14:33:30.674,7.476547684676746,cockroach,100,7066,left,897.0,668.0,reptilearn4,26765,"[-141.06986470105562, 12.154229289873797]",False,3.661023046955408,-199.69132502332684,2024-01-07,-3.8723677860439767,12.154229289873797
4442,PV163,circle,2024-01-07 14:36:53.277,8.639334093827797,cockroach,100,7075,left,911.0,667.0,reptilearn4,26770,"[-112.89734947253908, -0.9532248897058935]",False,3.099142704693713,-134.58870015175057,2024-01-07,-3.0990322430211976,-0.9532248897058935
4449,PV163,rect_tunnel,2024-01-07 09:34:48.942,5.205601462151839,cockroach,100,7085,right,1781.0,486.0,reptilearn4,26720,"[-70.78041427776543, 9.5]",False,1.9603445982659147,-81.00259121681756,2024-01-07,-1.9429223719246609,9.5
4450,PV163,rect_tunnel,2024-01-07 10:32:55.126,4.9516995597894145,cockroach,100,7086,right,1021.0,753.0,reptilearn4,26727,"[203.85147689907092, 276.5]",False,9.509121057872173,-82.24934567131947,2024-01-07,5.595723040879497,276.5
4454,PV163,rect_tunnel,2024-01-07 12:33:28.105,5.306955828285265,cockroach,100,7091,right,1884.0,545.0,reptilearn4,26747,"[-75.74066740320245, 5.0]",False,2.083606656396316,-103.57335137403356,2024-01-07,-2.0790813202179073,5.0
4456,PV163,circle,2024-01-07 15:32:27.751,5.262828164068102,cockroach,100,7096,left,939.0,746.0,reptilearn4,26775,"[-118.48702640880333, 3.780538723067707]",False,3.101019179525857,-123.58358251896573,2024-01-07,-3.2524688749216515,3.780538723067707
4457,PV163,circle,2024-01-07 15:32:30.551,5.330721468824548,cockroach,100,7097,left,1073.0,777.0,reptilearn4,26775,"[-290.2003865233776, -592.1273502985778]",False,18.098810718088593,-262.5926917857689,2024-01-07,-7.966000610066714,-592.1273502985778
4458,PV163,circle,2024-01-07 15:32:32.951,5.328181538832627,cockroach,100,7098,left,1078.0,937.0,reptilearn4,26775,"[216.38245580566672, 138.18593647014683]",False,7.166263602440988,-90.17574580103485,2024-01-07,5.939698411865551,138.18593647014683
4459,PV163,circle,2024-01-07 15:32:55.432,4.893483474042484,cockroach,100,7101,left,787.0,712.0,reptilearn4,26775,"[-51.44245577167328, -12.711502766970625]",True,1.4545673303554212,-65.05720772198231,2024-01-07,-1.4120954109324315,-12.711502766970625
4465,PV163,circle,2024-01-07 16:35:02.851,9.161926945982211,cockroach,100,7110,right,698.0,666.0,reptilearn4,26787,"[-184.23770661520678, -64.51845138227819]",False,5.0487828867610025,-252.34371996656432,2024-01-07,-5.057325046587426,-64.51845138227819
4467,PV163,circle,2024-01-07 14:31:38.176,7.570729223286976,cockroach,100,7114,right,1200.0,232.0,reptilearn4,26763,"[-129.3443960850061, 5.613187089124494]",False,3.327423060248204,-118.0057627522466,2024-01-07,-3.5505036725334174,5.613187089124494
4468,PV163,circle,2024-01-07 14:31:46.209,7.541502906921278,cockroach,100,7115,right,1177.0,545.0,reptilearn4,26763,"[-141.71051056245813, 7.408210498114386]",False,3.6730197365950112,-151.062083181376,2024-01-07,-3.8899535149394753,7.408210498114386
4470,PV163,rect_tunnel,2024-01-07 12:33:23.758,5.266335676025582,cockroach,100,7090,right,777.0,848.0,reptilearn4,26747,"[129.17113989847076, 308.0]",False,9.220281224793927,-199.1804197516259,2024-01-07,3.545747790213022,308.0
4472,PV163,rect_tunnel,2024-01-07 13:34:23.885,4.939794133741704,cockroach,100,7094,right,1719.0,480.0,reptilearn4,26759,"[-79.91293141660208, 3.5]",False,2.0550415068752623,-97.23884627432244,2024-01-07,-2.193609967385727,3.5
4473,PV163,rect_tunnel,2024-01-07 13:35:49.886,5.25271666145742,cockroach,100,7095,right,1736.0,478.0,reptilearn4,26762,"[-64.97306791548158, 1.5]",True,1.7839859440523755,-112.90726450533134,2024-01-07,-1.7835107142799693,1.5
4477,PV163,circle,2024-01-07 16:35:16.585,8.278578594587533,cockroach,100,7111,right,877.0,740.0,reptilearn4,26787,"[-193.69429650380903, 33.45515936262797]",False,5.176193818040142,-81.28805619352579,2024-01-07,-5.316908439029557,33.45515936262797
4479,PV163,circle,2024-01-07 15:32:38.785,5.352318809709844,cockroach,100,7099,left,877.0,727.0,reptilearn4,26775,"[-106.77520507893337, -1.3030049907112016]",False,2.7797580499113845,-129.11691701395023,2024-01-07,-2.930979379416721,-1.3030049907112016
4480,PV163,circle,2024-01-07 15:32:44.149,5.338585233408285,cockroach,100,7100,left,731.0,706.0,reptilearn4,26775,"[-161.06331634629225, 41.79165653289505]",False,4.412444816912008,-134.6390745711144,2024-01-07,-4.4211880337057226,41.79165653289505
4485,PV163,circle,2024-01-07 14:33:30.591,7.491208996310348,cockroach,100,7118,left,850.0,667.0,reptilearn4,26765,"[-146.81646633536445, 11.145785864653476]",False,3.812831560832541,-159.25349764006398,2024-01-07,-4.030112000905754,11.145785864653476
4488,PV163,circle,2024-01-07 14:36:57.093,8.650831725802437,cockroach,100,7125,left,980.0,679.0,reptilearn4,26770,"[-120.39243238469783, 12.035782666227192]",False,3.3212455751349883,-142.83992625814687,2024-01-07,-3.304772268959955,12.035782666227192
4490,PV163,circle,2024-01-07 15:32:32.451,5.338567457647767,cockroach,100,7131,left,1136.0,1053.0,reptilearn4,26775,"[440.69117249236194, -305.34584820265286]",False,14.871875847425763,-386.3101887052934,2024-01-07,12.096972684915334,-305.34584820265286
4491,PV163,circle,2024-01-07 15:32:33.051,5.305477600227918,cockroach,100,7132,left,854.0,734.0,reptilearn4,26775,"[-92.2496182062605, 13.383707954070303]",False,2.403702580578199,-123.58358251896254,2024-01-07,-2.5322520197618505,13.383707954070303
4498,PV163,circle,2024-01-07 15:32:01.268,5.213248825647306,cockroach,100,7129,left,767.0,679.0,reptilearn4,26774,"[-83.40511023875149, 10.323084700730362]",False,2.152348001328607,-134.63907457110815,2024-01-07,-2.2894702760537284,10.323084700730362
4499,PV163,circle,2024-01-07 15:32:01.801,5.242456793566427,cockroach,100,7130,left,938.0,1044.0,reptilearn4,26774,"[30.960554387243064, 311.9716498449964]",False,8.605689537754591,-297.72507487428584,2024-01-07,0.8498672179298221,311.9716498449964
4500,PV163,circle,2024-01-07 15:32:44.066,5.352318809709444,cockroach,100,7133,left,782.0,706.0,reptilearn4,26775,"[-86.30147459346358, 19.110821339089853]",False,2.271296551388566,-106.9213118977616,2024-01-07,-2.3689754775905754,19.110821339089853
4503,PV163,circle,2024-01-07 16:34:22.885,9.081408269675064,cockroach,100,7140,right,836.0,724.0,reptilearn4,26786,"[-122.66607844039982, -26.46386024844236]",False,3.4446526605886576,-221.0869046998314,2024-01-07,-3.367183853188975,-26.46386024844236
4507,PV163,circle,2024-01-08 10:36:11.235,9.094006417015043,cockroach,100,7153,left,1086.0,734.0,reptilearn4,26820,"[-152.7397686493481, 28.36668710132676]",False,3.956800839097664,-199.8602561576824,2024-01-08,-4.192706649424605,28.36668710132676
4508,PV163,circle,2024-01-08 10:36:30.735,7.099511728660741,cockroach,100,7154,left,314.0,829.0,reptilearn4,26820,"[-73.19163569776593, 4.522875676190893]",False,2.4514562541721077,-96.00000000000021,2024-01-08,-2.009110399903675,4.522875676190893
4510,PV163,circle,2024-01-08 10:38:04.886,9.197061419889724,cockroach,100,7159,left,1349.0,672.0,reptilearn4,26822,"[-333.027709391257, 121.35835073805993]",False,9.419402311219418,-242.00737403422556,2024-01-08,-9.141610622790004,121.35835073805993
4513,PV163,circle,2024-01-08 10:36:06.018,9.141426730568385,cockroach,100,7151,left,1258.0,569.0,reptilearn4,26820,"[-204.8130251053605, 9.079257807607974]",False,5.324742650282032,-167.51060788449797,2024-01-08,-5.622117539142145,9.079257807607974
4514,PV163,circle,2024-01-08 10:36:08.401,9.124865019824666,cockroach,100,7152,left,1028.0,764.0,reptilearn4,26820,"[-200.7682866716542, 45.96485005611453]",False,5.348697900035145,-252.34371996654193,2024-01-08,-5.511089469136908,45.96485005611453
4540,PV163,circle,2024-01-08 10:38:14.819,7.299238717938765,cockroach,100,7161,left,615.0,766.0,reptilearn4,26822,"[-79.84875112865345, -49.962631378932656]",False,2.4022290903586496,-152.00000000000037,2024-01-08,-2.191848218481537,-49.962631378932656
4542,PV163,circle,2024-01-08 14:36:14.725,2.0405813905395203,cockroach,100,7173,left,363.0,802.0,reptilearn4,26859,"[-13.951910021687262, 10.137177689802797]",True,0.47339764542931556,-36.0,2024-01-08,-0.38297993009531534,10.137177689802797
4549,PV163,low_horizontal,2024-01-09 11:32:09.788,6.314358821897195,cockroach,100,7192,left,553.0,859.0,reptilearn4,26899,"[-39.0, 21.0]",True,1.3631350501692778,-60.0,2024-01-09,-1.07055,21.0
4553,PV163,circle,2024-01-09 08:37:53.342,2.776180272571528,cockroach,100,7205,right,929.0,735.0,reptilearn4,26918,"[-30.30533545216224, 6.633868961305211]",True,0.8515791579540601,-45.21305901931521,2024-01-09,-0.8318814581618534,6.633868961305211
4567,PV163,low_horizontal,2024-01-13 09:32:18.278,6.3167834637138025,cockroach,100,7220,left,623.0,879.0,reptilearn4,26942,"[-79.0, 1.0]",False,2.168723727218384,-84.0,2024-01-13,-2.1685499999999998,1.0
4568,PV163,low_horizontal,2024-01-13 09:32:19.011,6.313364056686269,cockroach,100,7221,left,348.0,884.0,reptilearn4,26942,"[-68.0, -4.0]",False,1.8698266229787188,-78.0,2024-01-13,-1.8665999999999998,-4.0
4571,PV163,jump_up,2024-01-13 12:33:15.245,4.475991303644923,cockroach,100,7226,left,981.0,833.0,reptilearn4,26949,"[-151.3451566309394, -24.179403722102734]",False,4.207109901702117,-150.74813431681343,2024-01-13,-4.154424549519287,-24.179403722102734
4578,PV163,jump_up,2024-01-15 10:33:23.765,5.105293895719502,cockroach,100,7251,left,801.0,878.0,reptilearn4,27149,"[-152.1028140931188, -8.045740795857682]",False,4.181059435119286,-156.60459763365827,2024-01-15,-4.175222246856111,-8.045740795857682
4579,PV163,jump_up,2024-01-15 10:33:25.261,3.859086896585884,cockroach,100,7253,left,552.0,832.0,reptilearn4,27149,"[2.9317050604721544, 27.91782773495106]",True,0.7705582197342391,-150.08331019803632,2024-01-15,0.08047530390996063,27.91782773495106
4584,PV163,jump_up,2024-01-13 12:33:13.279,5.522835526856001,cockroach,100,7217,left,1288.0,875.0,reptilearn4,26949,"[-141.67003917554348, -33.52014319778482]",False,3.9962147070696785,-158.11388300841895,2024-01-13,-3.888842575368668,-33.52014319778482
4585,PV163,jump_up,2024-01-13 15:33:13.474,4.2997363410215295,cockroach,100,7213,right,1302.0,848.0,reptilearn4,26972,"[-73.0, 18.0]",False,1.9308884923785732,-80.0,2024-01-13,-2.00385,18.0
4587,PV163,jump_up,2024-01-15 10:32:55.628,5.031689102983519,cockroach,100,7248,left,886.0,872.0,reptilearn4,27148,"[-144.91911695396027, -11.110784908565392]",False,3.989704288853999,-156.60459763365827,2024-01-15,-3.9780297603862094,-11.110784908565392
4588,PV163,jump_up,2024-01-15 10:33:25.195,3.8906246466377037,cockroach,100,7252,left,566.0,839.0,reptilearn4,27149,"[-19.0, 159.0]",False,4.395601335994883,0.0,2024-01-15,-0.52155,159.0
4592,PV163,jump_up,2024-01-15 13:32:00.301,3.1951374445703102,cockroach,100,7264,right,537.0,705.0,reptilearn4,27153,"[-153.5342384494013, -7.761290083637846]",False,4.219896276272676,-150.74813431681343,2024-01-15,-4.2145148454360655,-7.761290083637846
4593,PV163,jump_up,2024-01-15 13:32:02.535,2.3617144151608653,cockroach,100,7266,right,823.0,748.0,reptilearn4,27153,"[18.0, 195.0]",True,1.2857622194636145,0.0,2024-01-15,0.4941,195.0
4594,PV163,jump_up,2024-01-15 14:32:00.558,4.983659042609834,cockroach,100,7268,left,145.0,958.0,reptilearn4,27158,"[215.0, -78.0]",False,6.407326291831874,-370.0,2024-01-15,5.90175,-78.0
4610,PV163,jump_up,2024-01-16 12:31:10.991,5.513033812624671,cockroach,100,7308,right,899.0,745.0,reptilearn4,27080,"[-146.4657179451657, -2.791678134592985]",False,4.021214200959705,-154.02921800749368,2024-01-16,-4.020483957594798,-2.791678134592985
4611,PV163,jump_up,2024-01-16 12:31:12.800,4.335433588080604,cockroach,100,7310,right,1187.0,679.0,reptilearn4,27080,"[-58.0, -24.0]",True,1.7230205599469786,-85.0,2024-01-16,-1.5920999999999998,-24.0
4617,PV163,jump_up,2024-01-16 11:32:33.368,5.382171855354439,cockroach,100,7303,right,851.0,876.0,reptilearn4,27073,"[6.0, 146.0]",False,4.011082818890679,0.0,2024-01-16,0.16469999999999999,146.0
4620,PV163,jump_up,2024-01-15 13:32:02.486,2.5678709145902805,cockroach,100,7265,right,811.0,713.0,reptilearn4,27153,"[6.0, 160.0]",False,4.395087040093745,0.0,2024-01-15,0.16469999999999999,160.0
4627,PV163,jump_up,2024-01-16 12:31:12.732,4.337835818785125,cockroach,100,7309,right,1153.0,712.0,reptilearn4,27080,"[-72.0, 9.0]",False,1.9917807767171565,-65.0,2024-01-16,-1.9764,9.0
4629,PV163,jump_up,2024-01-16 12:34:48.973,5.271716680907664,cockroach,100,7317,left,433.0,734.0,reptilearn4,27088,"[-86.0, 19.0]",False,2.417626706607122,-85.0,2024-01-16,-2.3607,19.0
4635,PV163,jump_up,2024-01-16 14:32:55.275,4.909259829396234,cockroach,100,7330,left,1156.0,695.0,reptilearn4,27104,"[-54.0, 8.0]",True,1.4984783782223887,-65.0,2024-01-16,-1.4823,8.0
4642,PV163,jump_up,2024-01-16 16:31:11.582,5.351671795876515,cockroach,100,7345,left,952.0,829.0,reptilearn4,27120,"[-141.9077047961032, -46.12161445029949]",False,4.095941059451418,-155.24174696260025,2024-01-16,-3.8953664966530326,-46.12161445029949
